reason,song,source_kind,source_file,bar_number,source_label_path,matched_pdf,detected_crops,source_labels,packaged_song_bars
crop_label_count_mismatch,The Trees Drum Tab by Rush Oct 20 2025,gp7,ml/data/songsterr/guitar_pro/The Trees Drum Tab by Rush Oct 20 2025.gp,60,ml/data/labels/The Trees Drum Tab by Rush Oct 20 2025_bar060.json,ml/data/songsterr/pdf/The Trees Drum Tab by Rush _ Songsterr Tabs with Rhythm.pdf,0,159,0
crop_label_count_mismatch,The Trees Drum Tab by Rush Oct 20 2025,gp7,ml/data/songsterr/guitar_pro/The Trees Drum Tab by Rush Oct 20 2025.gp,61,ml/data/labels/The Trees Drum Tab by Rush Oct 20 2025_bar061.json,ml/data/songsterr/pdf/The Trees Drum Tab by Rush _ Songsterr Tabs with Rhythm.pdf,0,159,0
crop_label_count_mismatch,The Trees Drum Tab by Rush Oct 20 2025,gp7,ml/data/songsterr/guitar_pro/The Trees Drum Tab by Rush Oct 20 2025.gp,62,ml/data/labels/The Trees Drum Tab by Rush Oct 20 2025_bar062.json,ml/data/songsterr/pdf/The Trees Drum Tab by Rush _ Songsterr Tabs with Rhythm.pdf,0,159,0
crop_label_count_mismatch,The Trees Drum Tab by Rush Oct 20 2025,gp7,ml/data/songsterr/guitar_pro/The Trees Drum Tab by Rush Oct 20 2025.gp,63,ml/data/labels/The Trees Drum Tab by Rush Oct 20 2025_bar063.json,ml/data/songsterr/pdf/The Trees Drum Tab by Rush _ Songsterr Tabs with Rhythm.pdf,0,159,0
crop_label_count_mismatch,The Trees Drum Tab by Rush Oct 20 2025,gp7,ml/data/songsterr/guitar_pro/The Trees Drum Tab by Rush Oct 20 2025.gp,64,ml/data/labels/The Trees Drum Tab by Rush Oct 20 2025_bar064.json,ml/data/songsterr/pdf/The Trees Drum Tab by Rush _ Songsterr Tabs with Rhythm.pdf,0,159,0
crop_label_count_mismatch,The Trees Drum Tab by Rush Oct 20 2025,gp7,ml/data/songsterr/guitar_pro/The Trees Drum Tab by Rush Oct 20 2025.gp,65,ml/data/labels/The Trees Drum Tab by Rush Oct 20 2025_bar065.json,ml/data/songsterr/pdf/The Trees Drum Tab by Rush _ Songsterr Tabs with Rhythm.pdf,0,159,0
crop_label_count_mismatch,The Trees Drum Tab by Rush Oct 20 2025,gp7,ml/data/songsterr/guitar_pro/The Trees Drum Tab by Rush Oct 20 2025.gp,66,ml/data/labels/The Trees Drum Tab by Rush Oct 20 2025_bar066.json,ml/data/songsterr/pdf/The Trees Drum Tab by Rush _ Songsterr Tabs with Rhythm.pdf,0,159,0
crop_label_count_mismatch,The Trees Drum Tab by Rush Oct 20 2025,gp7,ml/data/songsterr/guitar_pro/The Trees Drum Tab by Rush Oct 20 2025.gp,67,ml/data/labels/The Trees Drum Tab by Rush Oct 20 2025_bar067.json,ml/data/songsterr/pdf/The Trees Drum Tab by Rush _ Songsterr Tabs with Rhythm.pdf,0,159,0
crop_label_count_mismatch,The Trees Drum Tab by Rush Oct 20 2025,gp7,ml/data/songsterr/guitar_pro/The Trees Drum Tab by Rush Oct 20 2025.gp,68,ml/data/labels/The Trees Drum Tab by Rush Oct 20 2025_bar068.json,ml/data/songsterr/pdf/The Trees Drum Tab by Rush _ Songsterr Tabs with Rhythm.pdf,0,159,0
crop_label_count_mismatch,The Trees Drum Tab by Rush Oct 20 2025,gp7,ml/data/songsterr/guitar_pro/The Trees Drum Tab by Rush Oct 20 2025.gp,69,ml/data/labels/The Trees Drum Tab by Rush Oct 20 2025_bar069.json,ml/data/songsterr/pdf/The Trees Drum Tab by Rush _ Songsterr Tabs with Rhythm.pdf,0,159,0
crop_label_count_mismatch,The Trees Drum Tab by Rush Oct 20 2025,gp7,ml/data/songsterr/guitar_pro/The Trees Drum Tab by Rush Oct 20 2025.gp,70,ml/data/labels/The Trees Drum Tab by Rush Oct 20 2025_bar070.json,ml/data/songsterr/pdf/The Trees Drum Tab by Rush _ Songsterr Tabs with Rhythm.pdf,0,159,0
crop_label_count_mismatch,The Trees Drum Tab by Rush Oct 20 2025,gp7,ml/data/songsterr/guitar_pro/The Trees Drum Tab by Rush Oct 20 2025.gp,71,ml/data/labels/The Trees Drum Tab by Rush Oct 20 2025_bar071.json,ml/data/songsterr/pdf/The Trees Drum Tab by Rush _ Songsterr Tabs with Rhythm.pdf,0,159,0
crop_label_count_mismatch,The Trees Drum Tab by Rush Oct 20 2025,gp7,ml/data/songsterr/guitar_pro/The Trees Drum Tab by Rush Oct 20 2025.gp,72,ml/data/labels/The Trees Drum Tab by Rush Oct 20 2025_bar072.json,ml/data/songsterr/pdf/The Trees Drum Tab by Rush _ Songsterr Tabs with Rhythm.pdf,0,159,0
crop_label_count_mismatch,The Trees Drum Tab by Rush Oct 20 2025,gp7,ml/data/songsterr/guitar_pro/The Trees Drum Tab by Rush Oct 20 2025.gp,73,ml/data/labels/The Trees Drum Tab by Rush Oct 20 2025_bar073.json,ml/data/songsterr/pdf/The Trees Drum Tab by Rush _ Songsterr Tabs with Rhythm.pdf,0,159,0
crop_label_count_mismatch,The Trees Drum Tab by Rush Oct 20 2025,gp7,ml/data/songsterr/guitar_pro/The Trees Drum Tab by Rush Oct 20 2025.gp,74,ml/data/labels/The Trees Drum Tab by Rush Oct 20 2025_bar074.json,ml/data/songsterr/pdf/The Trees Drum Tab by Rush _ Songsterr Tabs with Rhythm.pdf,0,159,0
crop_label_count_mismatch,The Trees Drum Tab by Rush Oct 20 2025,gp7,ml/data/songsterr/guitar_pro/The Trees Drum Tab by Rush Oct 20 2025.gp,75,ml/data/labels/The Trees Drum Tab by Rush Oct 20 2025_bar075.json,ml/data/songsterr/pdf/The Trees Drum Tab by Rush _ Songsterr Tabs with Rhythm.pdf,0,159,0
crop_label_count_mismatch,The Trees Drum Tab by Rush Oct 20 2025,gp7,ml/data/songsterr/guitar_pro/The Trees Drum Tab by Rush Oct 20 2025.gp,76,ml/data/labels/The Trees Drum Tab by Rush Oct 20 2025_bar076.json,ml/data/songsterr/pdf/The Trees Drum Tab by Rush _ Songsterr Tabs with Rhythm.pdf,0,159,0
crop_label_count_mismatch,The Trees Drum Tab by Rush Oct 20 2025,gp7,ml/data/songsterr/guitar_pro/The Trees Drum Tab by Rush Oct 20 2025.gp,77,ml/data/labels/The Trees Drum Tab by Rush Oct 20 2025_bar077.json,ml/data/songsterr/pdf/The Trees Drum Tab by Rush _ Songsterr Tabs with Rhythm.pdf,0,159,0
